,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Chapter Name,Movie ID,Movie Chapter,Tokens_Gensim,Tokens,pos_tags,chunks,all_entities_spacy_dial,wordcount,spell_count,SentimentScore,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag,chara
768,769,27,64,1,"Yeah, yeah, I'm fine.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['yeah', 'yeah', 'fine']","['yeah', 'yeah', 'fine']","[('yeah', 'NN'), ('yeah', 'CD'), ('fine', 'NN')]",(S yeah/NN yeah/CD fine/NN),[],3,[],"{'neg': 0.0, 'neu': 0.139, 'pos': 0.861, 'compound': 0.6369}",0.6369,0.861,0.0,0.139,1,0,0,[]
769,770,27,64,2,Help!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,['help'],['help'],"[('help', 'NN')]",(S help/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4574}",0.4574,1.0,0.0,0.0,1,0,0,[]
770,771,27,64,3,"He's not relaxing, is he?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['he', 'not', 'relaxing', 'is', 'he']",['relaxing'],"[('relaxing', 'VBG')]",(S relaxing/VBG),[],1,[],"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.3875}",-0.3875,0.0,0.396,0.604,0,1,0,[]
771,772,27,64,1,Apparently not.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['apparently', 'not']",['apparently'],"[('apparently', 'RB')]",(S apparently/RB),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
772,773,27,64,2,Help! Help me!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['help', 'help', 'me']","['help', 'help']","[('help', 'NN'), ('help', 'VB')]",(S help/NN help/VB),[],2,[],"{'neg': 0.0, 'neu': 0.143, 'pos': 0.857, 'compound': 0.717}",0.717,0.857,0.0,0.143,1,0,0,[]
773,774,27,64,3,We've got to do something!,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['we', 've', 'got', 'to', 'do', 'something']","['got', 'something']","[('got', 'VBD'), ('something', 'NN')]",(S got/VBD something/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
774,775,27,64,1,What?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,['what'],[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
775,776,27,64,3,Uh! I remember reading something in Herbology.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['uh', 'remember', 'reading', 'something', 'in', 'herbology']","['uh', 'remember', 'reading', 'something', 'herbology']","[('uh', 'JJ'), ('remember', 'VB'), ('reading', 'VBG'), ('something', 'NN'), ('herbology', 'NN')]",(S uh/JJ remember/VB reading/VBG something/NN herbology/NN),"[('Herbology', 'GPE')]",5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
776,777,27,64,2,Help!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,['help'],['help'],"[('help', 'NN')]",(S help/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4574}",0.4574,1.0,0.0,0.0,1,0,0,[]
777,778,27,64,3,"Um Devil's Snare, Devil's Scare,  it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight!  Lumos Solem!",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['um', 'devil', 'snare', 'devil', 'scare', 'it', 'deadly', 'fun', 'but', 'will', 'sulk', 'in', 'the', 'sun', 'that', 'it', 'devil', 'snare', 'hates', 'sunlight', 'lumos', 'solem']","['um', 'devil', 'snare', 'devil', 'scare', 'deadly', 'fun', 'sulk', 'sun', 'devil', 'snare', 'hates', 'sunlight', 'lumos', 'solem']","[('um', 'JJ'), ('devil', 'NN'), ('snare', 'NN'), ('devil', 'JJ'), ('scare', 'NN'), ('deadly', 'RB'), ('fun', 'VBD'), ('sulk', 'JJ'), ('sun', 'NN'), ('devil', 'NN'), ('snare', 'NN'), ('hates', 'VBZ'), ('sunlight', 'JJ'), ('lumos', 'NNS'), ('solem', 'NN')]","(S
  um/JJ
  devil/NN
  snare/NN
  devil/JJ
  scare/NN
  deadly/RB
  fun/VBD
  sulk/JJ
  sun/NN
  devil/NN
  snare/NN
  hates/VBZ
  sunlight/JJ
  lumos/NNS
  solem/NN)","[(""Devil's Scare"", 'ORG'), ('Lumos Solem', 'PERSON')]",15,"['lumos', 'lumos solem']","{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.8057}",-0.8057,0.0,0.277,0.723,0,1,0,[]
778,779,27,64,2,Ahhh!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,['ahhh'],['ahhh'],"[('ahhh', 'NN')]",(S ahhh/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
779,780,27,64,1,"Ron, are you okay?",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['ron', 'are', 'you', 'okay']","['ron', 'okay']","[('ron', 'NN'), ('okay', 'NN')]",(S ron/NN okay/NN),"[('Ron', 'PERSON')]",2,[],"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,0.388,0.0,0.612,1,0,0,['ron weasley']
780,781,27,64,2,Yeah.,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,['yeah'],['yeah'],"[('yeah', 'NN')]",(S yeah/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,1.0,0.0,0.0,1,0,0,[]
781,782,27,64,1,Okay.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,['okay'],['okay'],"[('okay', 'NN')]",(S okay/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,1.0,0.0,0.0,1,0,0,[]
782,783,27,64,2,Whew. Lucky we didn't panic!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['whew', 'lucky', 'we', 'didn', 'panic']","['whew', 'lucky', 'panic']","[('whew', 'NN'), ('lucky', 'JJ'), ('panic', 'NN')]",(S whew/NN lucky/JJ panic/NN),[],3,[],"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.6998}",0.6998,0.659,0.0,0.341,1,0,0,[]
783,784,27,64,1,Lucky Hermione pays attention in Herbology.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['lucky', 'hermione', 'pays', 'attention', 'in', 'herbology']","['lucky', 'hermione', 'pays', 'attention', 'herbology']","[('lucky', 'JJ'), ('hermione', 'NN'), ('pays', 'VBZ'), ('attention', 'NN'), ('herbology', 'NN')]",(S lucky/JJ hermione/NN pays/VBZ attention/NN herbology/NN),"[('Herbology', 'GPE')]",5,[],"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,0.359,0.0,0.641,1,0,0,['hermione granger']
784,785,27,64,3,What is that?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['what', 'is', 'that']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
785,786,27,64,1,I don't know. Sounds like wings.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['don', 'know', 'sounds', 'like', 'wings']","['know', 'sounds', 'like', 'wings']","[('know', 'VB'), ('sounds', 'NNS'), ('like', 'IN'), ('wings', 'NNS')]",(S know/VB sounds/NNS like/IN wings/NNS),[],4,[],"{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.2755}",-0.2755,0.0,0.345,0.655,0,1,0,[]
786,787,27,64,3,Curious. I've never seen birds like these.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['curious', 've', 'never', 'seen', 'birds', 'like', 'these']","['curious', 'never', 'seen', 'birds', 'like']","[('curious', 'JJ'), ('never', 'RB'), ('seen', 'VBN'), ('birds', 'NNS'), ('like', 'IN')]",(S curious/JJ never/RB seen/VBN birds/NNS like/IN),[],5,[],"{'neg': 0.224, 'neu': 0.531, 'pos': 0.244, 'compound': 0.049}",0.049,0.244,0.224,0.531,0,0,1,[]
787,788,27,64,1,"They're not birds, they're keys. And I'll bet one of them fits that door.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['they', 're', 'not', 'birds', 'they', 're', 'keys', 'and', 'll', 'bet', 'one', 'of', 'them', 'fits', 'that', 'door']","['birds', 'keys', 'bet', 'one', 'fits', 'door']","[('birds', 'NNS'), ('keys', 'NNS'), ('bet', 'VBD'), ('one', 'CD'), ('fits', 'NNS'), ('door', 'NN')]",(S birds/NNS keys/NNS bet/VBD one/CD fits/NNS door/NN),[],6,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
788,789,27,64,3,What's this all about?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['what', 'this', 'all', 'about']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
789,790,27,64,1,I don't know. Strange.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['don', 'know', 'strange']","['know', 'strange']","[('know', 'NNS'), ('strange', 'VBP')]",(S know/NNS strange/VBP),[],2,[],"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.1511}",0.1511,0.443,0.0,0.557,1,0,0,[]
790,791,27,64,2,"Alohomora!  Well, it was worth a try.",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['alohomora', 'well', 'it', 'was', 'worth', 'try']","['alohomora', 'well', 'worth', 'try']","[('alohomora', 'RB'), ('well', 'RB'), ('worth', 'JJ'), ('try', 'NN')]",(S alohomora/RB well/RB worth/JJ try/NN),"[('Alohomora', 'NORP')]",4,['alohomora'],"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.5093}",0.5093,0.518,0.0,0.482,1,0,0,[]
791,792,27,64,3,Ugh! What're we going to do? There must be 1000 keys up there!,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['ugh', 'what', 're', 'we', 'going', 'to', 'do', 'there', 'must', 'be', 'keys', 'up', 'there']","['ugh', 'going', 'must', '1000', 'keys']","[('ugh', 'IN'), ('going', 'VBG'), ('must', 'MD'), ('1000', 'CD'), ('keys', 'VB')]",(S ugh/IN going/VBG must/MD 1000/CD keys/VB),"[('1000', 'CARDINAL')]",5,[],"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.5242}",-0.5242,0.0,0.22,0.78,0,1,0,[]
792,793,27,64,2,We're looking for a big old fashioned one. Probably rusty like the handle.,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['we', 're', 'looking', 'for', 'big', 'old', 'fashioned', 'one', 'probably', 'rusty', 'like', 'the', 'handle']","['looking', 'big', 'old', 'fashioned', 'one', 'probably', 'rusty', 'like', 'handle']","[('looking', 'VBG'), ('big', 'JJ'), ('old', 'JJ'), ('fashioned', 'VBD'), ('one', 'CD'), ('probably', 'RB'), ('rusty', 'JJ'), ('like', 'IN'), ('handle', 'NN')]","(S
  looking/VBG
  big/JJ
  old/JJ
  fashioned/VBD
  one/CD
  probably/RB
  rusty/JJ
  like/IN
  handle/NN)",[],9,[],"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,0.185,0.0,0.815,1,0,0,['old man']
793,794,27,64,1,There! I see it!  The one with the broken wing!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['there', 'see', 'it', 'the', 'one', 'with', 'the', 'broken', 'wing']","['see', 'one', 'broken', 'wing']","[('see', 'VB'), ('one', 'CD'), ('broken', 'NN'), ('wing', 'NN')]",(S see/VB one/CD broken/NN wing/NN),[],4,[],"{'neg': 0.332, 'neu': 0.668, 'pos': 0.0, 'compound': -0.6093}",-0.6093,0.0,0.332,0.668,0,1,0,[]
794,795,27,64,3,"What's wrong, Harry?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Through the Trapdoor,1,27,"['what', 'wrong', 'harry']","['wrong', 'harry']","[('wrong', 'JJ'), ('harry', 'NN')]",(S wrong/JJ harry/NN),"[('Harry', 'PERSON')]",2,[],"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0,0.608,0.392,0,1,0,['harry potter']
795,796,27,64,1,It's too simple.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['it', 'too', 'simple']",['simple'],"[('simple', 'NN')]",(S simple/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
796,797,27,64,2,"Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['oh', 'go', 'on', 'harry', 'if', 'snape', 'can', 'catch', 'it', 'on', 'that', 'old', 'broomstick', 'you', 'can', 'you', 're', 'the', 'youngest', 'seeker', 'in', 'century']","['oh', 'go', 'harry', 'snape', 'catch', 'old', 'broomstick', 'youngest', 'seeker', 'century']","[('oh', 'RB'), ('go', 'VB'), ('harry', 'NN'), ('snape', 'NN'), ('catch', 'VBP'), ('old', 'JJ'), ('broomstick', 'NN'), ('youngest', 'JJS'), ('seeker', 'NN'), ('century', 'NN')]","(S
  oh/RB
  go/VB
  harry/NN
  snape/NN
  catch/VBP
  old/JJ
  broomstick/NN
  youngest/JJS
  seeker/NN
  century/NN)","[('Harry', 'PERSON'), ('Snape', 'NORP'), ('a century', 'DATE')]",10,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'severus snape', 'old man']"
797,798,27,64,2,This complicates things a bit!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['this', 'complicates', 'things', 'bit']","['complicates', 'things', 'bit']","[('complicates', 'NNS'), ('things', 'NNS'), ('bit', 'NN')]",(S complicates/NNS things/NNS bit/NN),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
798,799,27,64,1,Catch the key!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Through the Trapdoor,1,27,"['catch', 'the', 'key']","['catch', 'key']","[('catch', 'NN'), ('key', 'NN')]",(S catch/NN key/NN),[],2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
799,800,27,64,2,Hurry up!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Through the Trapdoor,1,27,"['hurry', 'up']",['hurry'],"[('hurry', 'NN')]",(S hurry/NN),"[('Hurry', 'PERSON')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
800,801,28,64,3,I don't like this. I don't like this at all.,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Wizard's Chess,1,28,"['don', 'like', 'this', 'don', 'like', 'this', 'at', 'all']","['like', 'like']","[('like', 'IN'), ('like', 'IN')]",(S like/IN like/IN),[],2,[],"{'neg': 0.413, 'neu': 0.587, 'pos': 0.0, 'compound': -0.4973}",-0.4973,0.0,0.413,0.587,0,1,0,[]
801,802,28,64,1,Where are we? A graveyard.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Wizard's Chess,1,28,"['where', 'are', 'we', 'graveyard']",['graveyard'],"[('graveyard', 'NN')]",(S graveyard/NN),[],1,[],"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.423,0.577,0,1,0,[]
802,803,28,64,2,This is no graveyard.  It's a chessboard.,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Wizard's Chess,1,28,"['this', 'is', 'no', 'graveyard', 'it', 'chessboard']","['graveyard', 'chessboard']","[('graveyard', 'RB'), ('chessboard', 'NN')]",(S graveyard/RB chessboard/NN),[],2,[],"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.524,0.476,0,1,0,[]
803,804,28,64,1,There's the door.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Wizard's Chess,1,28,"['there', 'the', 'door']",['door'],"[('door', 'NN')]",(S door/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
804,805,28,64,3,Now what do we do?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Wizard's Chess,1,28,"['now', 'what', 'do', 'we', 'do']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
805,806,28,64,2,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Wizard's Chess,1,28,"['it', 'obvious', 'isn', 'it', 'we', 've', 'got', 'to', 'play', 'our', 'way', 'across', 'the', 'room', 'all', 'right', 'harry', 'you', 'take', 'the', 'bishop', 'square', 'hermione', 'you', 'll', 'be', 'the', 'queen', 'side', 'castle', 'as', 'for', 'me', 'll', 'be', 'knight']","['obvious', 'got', 'play', 'way', 'across', 'room', 'right', 'harry', 'take', 'bishop', 'square', 'hermione', 'queen', 'side', 'castle', 'knight']","[('obvious', 'JJ'), ('got', 'VBD'), ('play', 'JJ'), ('way', 'NN'), ('across', 'IN'), ('room', 'NN'), ('right', 'NN'), ('harry', 'NN'), ('take', 'VB'), ('bishop', 'NN'), ('square', 'NN'), ('hermione', 'NN'), ('queen', 'JJ'), ('side', 'NN'), ('castle', 'NN'), ('knight', 'VBD')]","(S
  obvious/JJ
  got/VBD
  play/JJ
  way/NN
  across/IN
  room/NN
  right/NN
  harry/NN
  take/VB
  bishop/NN
  square/NN
  hermione/NN
  queen/JJ
  side/NN
  castle/NN
  knight/VBD)","[('Harry', 'PERSON'), ('Bishop', 'ORG'), ('Queen', 'PERSON')]",16,[],"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.34}",0.34,0.068,0.0,0.932,1,0,0,"['harry potter', 'hermione granger']"
806,807,28,64,3,What happens now?,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Wizard's Chess,1,28,"['what', 'happens', 'now']",['happens'],"[('happens', 'NNS')]",(S happens/NNS),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
807,808,28,64,2,"Well, white moves first, and then...we play.",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Wizard's Chess,1,28,"['well', 'white', 'moves', 'first', 'and', 'then', 'we', 'play']","['well', 'white', 'moves', 'first', 'play']","[('well', 'RB'), ('white', 'JJ'), ('moves', 'NNS'), ('first', 'RB'), ('play', 'VBP')]",(S well/RB white/JJ moves/NNS first/RB play/VBP),"[('first', 'ORDINAL')]",5,[],"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5423}",0.5423,0.474,0.0,0.526,1,0,0,[]
808,809,28,64,3,"Ron, you don't suppose this is going to be like...real wizard's chess, do you?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,Wizard's Chess,1,28,"['ron', 'you', 'don', 'suppose', 'this', 'is', 'going', 'to', 'be', 'like', 'real', 'wizard', 'chess', 'do', 'you']","['ron', 'suppose', 'going', 'like', 'real', 'wizard', 'chess']","[('ron', 'NN'), ('suppose', 'VBD'), ('going', 'VBG'), ('like', 'IN'), ('real', 'JJ'), ('wizard', 'NN'), ('chess', 'NN')]",(S ron/NN suppose/VBD going/VBG like/IN real/JJ wizard/NN chess/NN),"[('Ron', 'PERSON')]",7,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['ron weasley', 'wizard']"
809,810,28,64,2,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Wizard's Chess,1,28,"['you', 'there', 'yes', 'hermione', 'think', 'this', 'is', 'going', 'to', 'be', 'exactly', 'like', 'wizard', 'chess']","['5', 'yes', 'hermione', 'think', 'going', 'exactly', 'like', 'wizard', 'chess']","[('5', 'CD'), ('yes', 'NNS'), ('hermione', 'NN'), ('think', 'VBP'), ('going', 'VBG'), ('exactly', 'RB'), ('like', 'IN'), ('wizard', 'NN'), ('chess', 'NN')]","(S
  5/CD
  yes/NNS
  hermione/NN
  think/VBP
  going/VBG
  exactly/RB
  like/IN
  wizard/NN
  chess/NN)",[],9,[],"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7249}",0.7249,0.319,0.0,0.681,1,0,0,"['hermione granger', 'wizard']"
810,811,29,64,2,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Sacrifice Play,1,29,"['castle', 'to', 'smash', 'ron', 'pawn', 'to', 'smash', 'boom', 'the', 'queen', 'turns', 'and', 'smashes', 'piece', 'harry', 'ron', 'and', 'hermione', 'wince', 'the', 'queen', 'turns', 'again', 'both', 'ron', 'and', 'harry', 'study', 'the', 'game']","['castle', 'e', '4', 'smash', 'ron', 'pawn', 'c', '3', 'smash', 'boom', 'queen', 'turns', 'smashes', 'piece', 'harry', 'ron', 'hermione', 'wince', 'queen', 'turns', 'ron', 'harry', 'study', 'game']","[('castle', 'NN'), ('e', 'VBD'), ('4', 'CD'), ('smash', 'NN'), ('ron', 'NN'), ('pawn', 'NN'), ('c', 'VBD'), ('3', 'CD'), ('smash', 'NN'), ('boom', 'NN'), ('queen', 'NN'), ('turns', 'VBZ'), ('smashes', 'NNS'), ('piece', 'NN'), ('harry', 'VBP'), ('ron', 'VB'), ('hermione', 'NN'), ('wince', 'NN'), ('queen', 'NN'), ('turns', 'VBZ'), ('ron', 'NN'), ('harry', 'NN'), ('study', 'NN'), ('game', 'NN')]","(S
  castle/NN
  e/VBD
  4/CD
  smash/NN
  ron/NN
  pawn/NN
  c/VBD
  3/CD
  smash/NN
  boom/NN
  queen/NN
  turns/VBZ
  smashes/NNS
  piece/NN
  harry/VBP
  ron/VB
  hermione/NN
  wince/NN
  queen/NN
  turns/VBZ
  ron/NN
  harry/NN
  study/NN
  game/NN)","[('Castle to E-4', 'ORG'), ('Ron: Pawn to C-3', 'PERSON'), ('Queen', 'PERSON'), ('Harry', 'PERSON'), ('Ron', 'PERSON'), ('Queen', 'PERSON'), ('Ron', 'PERSON'), ('Harry', 'PERSON')]",24,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'ron weasley', 'hermione granger']"
811,812,29,64,1,Wait a minute.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Sacrifice Play,1,29,"['wait', 'minute']","['wait', 'minute']","[('wait', 'NN'), ('minute', 'NN')]",(S wait/NN minute/NN),"[('a minute', 'TIME')]",2,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
812,813,29,64,2,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,Sacrifice Play,1,29,"['you', 'understand', 'right', 'harry', 'once', 'make', 'my', 'move', 'the', 'queen', 'will', 'take', 'me', 'then', 'you', 'll', 'be', 'free', 'to', 'check', 'the', 'king']","['understand', 'right', 'harry', 'make', 'move', 'queen', 'take', 'free', 'check', 'king']","[('understand', 'RB'), ('right', 'JJ'), ('harry', 'NN'), ('make', 'VBP'), ('move', 'NN'), ('queen', 'NNS'), ('take', 'VBP'), ('free', 'JJ'), ('check', 'NN'), ('king', 'NN')]","(S
  understand/RB
  right/JJ
  harry/NN
  make/VBP
  move/NN
  queen/NNS
  take/VBP
  free/JJ
  check/NN
  king/NN)","[('Harry', 'PERSON'), ('Queen', 'PERSON')]",10,[],"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5106}",0.5106,0.148,0.0,0.852,1,0,0,['harry potter']
813,814,29,64,1,"No, Ron! No!",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Sacrifice Play,1,29,"['no', 'ron', 'no']",['ron'],"[('ron', 'NN')]",(S ron/NN),"[('Ron', 'PERSON')]",1,[],"{'neg': 0.833, 'neu': 0.167, 'pos': 0.0, 'compound': -0.6103}",-0.6103,0.0,0.833,0.167,0,1,0,['ron weasley']
